Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,date,strain,country
MK107939,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_009,Mammarenavirus lassaense,partial,Nigeria: Plateau,Nigeria,Homo sapiens,,2016-01-20,2016-01-20,MK107939,Nigeria
MK107940,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_003,Mammarenavirus lassaense,partial,Nigeria: Plateau,Nigeria,Homo sapiens,,2016-01-04,2016-01-04,MK107940,Nigeria
MK107941,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_010,Mammarenavirus lassaense,partial,Nigeria: Taraba,Nigeria,Homo sapiens,,2016-01-22,2016-01-22,MK107941,Nigeria
MK107942,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_004,Mammarenavirus lassaense,partial,Nigeria: Taraba,Nigeria,Homo sapiens,,2016-01-05,2016-01-05,MK107942,Nigeria
MK107943,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2017/IRR_015,Mammarenavirus lassaense,partial,Nigeria: unknown,Nigeria,Homo sapiens,,2017,2017,MK107943,Nigeria
MK107944,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2017/IRR_016,Mammarenavirus lassaense,partial,Nigeria: unknown,Nigeria,Homo sapiens,,2017,2017,MK107944,Nigeria
MK107945,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_015,Mammarenavirus lassaense,partial,Nigeria: Bauchi,Nigeria,Homo sapiens,,2013-12-04,2013-12-04,MK107945,Nigeria
MK107946,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2013/IRR_011,Mammarenavirus lassaense,partial,Nigeria: Rivers,Nigeria,Homo sapiens,blood,2013-03-18,2013-03-18,MK107946,Nigeria
MK107947,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2014/IRR_003,Mammarenavirus lassaense,partial,Nigeria: Bauchi,Nigeria,Homo sapiens,,2014-04-07,2014-04-07,MK107947,Nigeria
MK107948,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2014/IRR_004,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2014-05-08,2014-05-08,MK107948,Nigeria
MK107949,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2015/IRR_015,Mammarenavirus lassaense,partial,Nigeria: Nasarawa,Nigeria,Homo sapiens,,2015-12-30,2015-12-30,MK107949,Nigeria
MK107950,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2015/IRR_006,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2015-02-22,2015-02-22,MK107950,Nigeria
MK107951,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2015/IRR_001,Mammarenavirus lassaense,partial,Nigeria: Plateau,Nigeria,Homo sapiens,blood,2015-01-08,2015-01-08,MK107951,Nigeria
MK107952,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2015/IRR_007,Mammarenavirus lassaense,partial,Nigeria: Taraba,Nigeria,Homo sapiens,,2015-02-25,2015-02-25,MK107952,Nigeria
MK107953,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_005,Mammarenavirus lassaense,partial,Nigeria: Bauchi,Nigeria,Homo sapiens,,2016-01-08,2016-01-08,MK107953,Nigeria
MK107955,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_022,Mammarenavirus lassaense,partial,Nigeria: Kogi,Nigeria,Homo sapiens,,2016-02-20,2016-02-20,MK107955,Nigeria
MK107956,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_024,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2016-02-24,2016-02-24,MK107956,Nigeria
MK107957,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2016/IRR_030,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2016-03-01,2016-03-01,MK107957,Nigeria
MK107958,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_001,Mammarenavirus lassaense,partial,Nigeria: Tararba,Nigeria,Homo sapiens,,2012-02-08,2012-02-08,MK107958,Nigeria
MK107959,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_002,Mammarenavirus lassaense,partial,Nigeria: Tararba,Nigeria,Homo sapiens,,2012-02-10,2012-02-10,MK107959,Nigeria
MK107960,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_003,Mammarenavirus lassaense,partial,Nigeria: Tararba,Nigeria,Homo sapiens,,2012-02-10,2012-02-10,MK107960,Nigeria
MK107961,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_005,Mammarenavirus lassaense,partial,Nigeria: Ebonyi,Nigeria,Homo sapiens,,2013-01-25,2013-01-25,MK107961,Nigeria
MK107962,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_007,Mammarenavirus lassaense,partial,Nigeria: Enugu,Nigeria,Homo sapiens,,2013-02-03,2013-02-03,MK107962,Nigeria
MK107963,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_001,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2013-01-16,2013-01-16,MK107963,Nigeria
MK107964,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_006,Mammarenavirus lassaense,partial,Nigeria: Ondo,Nigeria,Homo sapiens,,2013-01-30,2013-01-30,MK107964,Nigeria
MK107965,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_002,Mammarenavirus lassaense,partial,Nigeria: Benue,Nigeria,Homo sapiens,,2013-01-17,2013-01-17,MK107965,Nigeria
MK107966,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_004,Mammarenavirus lassaense,partial,Nigeria: Rivers,Nigeria,Homo sapiens,,2012-02-10,2012-02-10,MK107966,Nigeria
MK107967,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_006,Mammarenavirus lassaense,partial,Nigeria: Rivers,Nigeria,Homo sapiens,,2012-02-21,2012-02-21,MK107967,Nigeria
MK107968,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_003,Mammarenavirus lassaense,partial,Nigeria: Nasarawa,Nigeria,Homo sapiens,,2013-01-18,2013-01-18,MK107968,Nigeria
MK107969,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2012/IRR_005,Mammarenavirus lassaense,partial,Nigeria: Tararba,Nigeria,Homo sapiens,,2012-02-10,2012-02-10,MK107969,Nigeria
MK107970,Mammarenavirus lassaense,"Ehichioya,D.U., Lemey,P., Kafetzopoulou,L.E., Rieger,T., Cadar,D., Duraffour,S., Ogbaini-Emovon,E., Okogbenin,S., Asogun,D., Gunther,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-tc/NGA/2013/IRR_004,Mammarenavirus lassaense,partial,Nigeria: Plateau,Nigeria,Homo sapiens,,2013-01-23,2013-01-23,MK107970,Nigeria
MK117846,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2014/IRR_001,Mammarenavirus lassaense,partial,Nigeria: EDO,Nigeria,Homo sapiens,blood,2014-01-25,2014-01-25,MK117846,Nigeria
MK117847,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2016/IRR_001,Mammarenavirus lassaense,partial,Nigeria: EDO,Nigeria,Homo sapiens,blood,2016-01-04,2016-01-04,MK117847,Nigeria
MK117848,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2016/IRR_002,Mammarenavirus lassaense,partial,Nigeria: EDO,Nigeria,Homo sapiens,blood,2016-02-15,2016-02-15,MK117848,Nigeria
MK117849,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2017/IRR_001,Mammarenavirus lassaense,partial,Nigeria: NASARAWA,Nigeria,Homo sapiens,blood,2017-01-24,2017-01-24,MK117849,Nigeria
MK117851,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2017/IRR_004,Mammarenavirus lassaense,partial,Nigeria: EDO,Nigeria,Homo sapiens,blood,2017,2017,MK117851,Nigeria
MK117852,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2018/IRR_001_I,Mammarenavirus lassaense,partial,Nigeria: BAUCHI,Nigeria,Homo sapiens,blood,2018-01-02,2018-01-02,MK117852,Nigeria
MK117853,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2018/IRR_013_I,Mammarenavirus lassaense,partial,Nigeria: IMO,Nigeria,Homo sapiens,blood,2018-01-13,2018-01-13,MK117853,Nigeria
MK117854,Mammarenavirus lassaense,"Kafetzopoulou,L.E., Pullan,S.T., Lemey,P., Suchard,M.A., Ehichioya,D.U., Pahlmann,M., Thielebein,A., Hinzmann,J., Oestereich,L., Wozniak,D.M., Efthymiadis,K., Schachten,D., Koenig,F., Matjeschk,J., Lorenzen,S., Lumley,S., Ighodalo,Y., Adomeh,D.I., Olokor,T., Omomoh,E., Omiumu,R., Agbukor,J., Ebo,B., Aiyepada,J., Ebhodaghe,P., Osiemi,B., Ehikhametalor,S., Akhilomen,P., Airende,M., Esumeh,R., Muoebonam,E., Giwa,R., Ekanem,A., Igenegbale,G., Odigie,G., Okonofua,G., Ukpetena,R.A., Oyakhilome,J., Yerumoh,E.O., Odia,I., Aire,C., Okonofua,M., Atafo,R., Tobin,E., Asogun,D., Akpede,N., Okokhere,P.O., Rafiu,M.O., Iraoyah,K.O., Iruolagbe,C.O., Akhideno,P., Erameh,C., Akpede,G., Isibor,E., Naidoo,D., Hewson,R., Hiscox,J.A., Vipond,R., Carroll,M.W., Ihekweazu,C., Formenty,P., Okogbenin,S., Ogbaini-Emovon,E., Gunther,S., Duraffour,S.","Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology",Germany,2018-12-10,LASV/H.sapiens-wt/NGA/2018/IRR_014_I,Mammarenavirus lassaense,partial,Nigeria: OWO,Nigeria,Homo sapiens,blood,2018-01-15,2018-01-15,MK117854,Nigeria
